SPd,ANG,TRQ,ANOMALY
4,78,2678,0
4,77,2667,0
4,77,2633,0
4,77,2671,0
4,78,2673,0
4,77,2661,0
4,77,2655,0
4,78,2645,0
4,77,2632,0
4,76,2669,0
4,77,2663,0
4,76,2614,0
4,76,2657,0
4,74,2662,0
4,74,2444,0
4,69,2498,0
4,64,2470,0
4,57,2450,0
4,48,2442,0
4,37,2442,0
4,23,2442,0
4,9,2442,0
4,-5,2443,0
4,-16,2443,0
4,-26,2442,0
4,-31,2442,0
4,-34,2442,0
4,-37,2443,0
4,-42,2442,0
4,-48,2442,0
4,-53,2442,0
4,-52,2442,0
3.5,-53,2442,0
3.5,-54,2442,0
3.5,-57,2442,0
3.5,-60,2417,0
3.5,-67,2440,0
3.5,-70,2380,0
3.5,-64,2377,0
3.5,-63,2416,0
3.5,-66,2391,0
3.5,-66,2379,0
3.5,-66,2395,0
3.5,-68,2395,0
3.5,-69,2393,0
3.5,-69,2387,0
3.5,-69,2378,0
3.5,-69,2382,0
3.5,-69,2377,0
3.5,-69,2379,0
3.5,-69,2390,0
3.5,-69,2380,0
3.5,-71,2386,0
3.5,-71,2373,0
3.5,-71,2383,0
3.5,-71,2374,0
3.5,-70,2375,0
3.5,-71,2388,0
3.5,-70,2391,0
3.5,-69,2381,0
3.5,-69,2375,0
3.5,-69,2374,0
3.5,-68,2376,0
3.5,-67,2387,0
3.5,-67,2377,0
3.5,-65,2394,0
3.5,-64,2415,0
3.5,-65,2382,0
3.5,-64,2374,0
3.5,-64,2390,0
3.5,-65,2409,0
3.5,-65,2388,0
3.5,-65,2380,0
3.5,-65,2381,0
3.5,-65,2413,0
3.5,-64,2380,0
3.5,-64,2388,0
3.5,-65,2416,0
3.5,-64,2389,0
3.5,-63,2388,0
3.5,-62,2402,0
3.5,-63,2423,0
4,-63,2375,0
4,-62,2402,0
4,-62,2412,0
4,-61,2392,0
4,-60,2440,0
4,-61,2439,0
4,-60,2408,0
4,-56,2442,0
4,-32,2442,0
4,-14,2442,0
4,2,2442,0
4,12,2442,0
4,20,2442,0
4,31,2441,0
4,47,2442,0
4,67,2438,0
4,76,2659,0
